,Region,Name,Source,TimeFrame,Attributes,ReligiousGroup,ReligiousPlace,CleanedAttributes,Start_year,End_year,CurrentRegion,Latitude,Longitude,Continent
20,africa,Third Intermediate Period in Ancient Egypt,No Source,1100 BCE - 650 BCE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-1100,-650,Africa,-8.783195,34.508523,Africa
21,africa,Tijaniyya Tariqa الطريقة التيجانية,No Source,1781 CE - 2022 CE,"Religious Group,Sufi,Maghreb Religions,Islamic Traditions,Mysticism,Sufi Order",1,0,"['Sufi', 'Maghreb Religions', 'Islamic Traditions', 'Mysticism', 'Sufi Order']",1781,2022,Africa,-8.783195,34.508523,Africa
22,africa,Wesleyanism,No Source,1738 CE - 2020 CE,"Religious Group,Wesleyanism,Methodism",1,0,"['Wesleyanism', 'Methodism']",1738,2020,Africa,-8.783195,34.508523,Africa
23,africa,جامع القرويين Mosquée Al-Qarawiyyin,No Source,859 CE - 2022 CE,"Religious Group,Religious Place,North Africa,Arabian Religions,Morocco,Islamic Traditions",1,1,"['North Africa', 'Arabian Religions', 'Morocco', 'Islamic Traditions']",859,2022,Africa,-8.783195,34.508523,Africa
24,africa,"كتاب"" المقدّمة ""لابن خلدون livre Mou qaddîma d'Abd Al Rahman Ibn Khaldoun",No Source,1332 CE - 1406 CE,"Religious Group,Text,فقه,Islamic Theology,Rule Text,Religious History,Shari'a,Islamic Traditions,Fiqh",1,0,"['Text', 'فقه', 'Islamic Theology', 'Rule Text', 'Religious History', ""Shari'a"", 'Islamic Traditions', 'Fiqh']",1332,1406,Africa,-8.783195,34.508523,Africa
25,africa,مقام أبو لبابة الأنصاري maqam Abou Loubaba Alansari,No Source,661 CE - 2023 CE,"Religious Group,Religious Place,Tunisia,North Africa,Arabian Religions,Islamic Traditions",1,1,"['Tunisia', 'North Africa', 'Arabian Religions', 'Islamic Traditions']",661,2023,Africa,-8.783195,34.508523,Africa
26,africa,Central African Iron Age,Secondary source: Single source,400 BCE - 1450 CE,"Religious Group,African Religions",1,0,['African Religions'],-400,1450,Africa,-8.783195,34.508523,Africa
27,africa,Central African Neolithic,Secondary source: Single source,2950 BCE - 50 BCE,"Religious Group,African Religions",1,0,['African Religions'],-2950,-50,Africa,-8.783195,34.508523,Africa
28,africa,Contemporary West African Vodun,No Source,1960 BCE - 2022 CE,"Religious Group,African Religions,Animist",1,0,"['African Religions', 'Animist']",-1960,2022,Africa,-8.783195,34.508523,Africa
29,africa,Kimpa Vita,No Source,1704 CE - 2020 CE,"Religious Group,African Religions",1,0,['African Religions'],1704,2020,Africa,-8.783195,34.508523,Africa
30,africa,Al-Ahbash الأحباش,No Source,1970 CE - 2022 CE,"Religious Group,Islamic Traditions",1,0,['Islamic Traditions'],1970,2022,Africa,-8.783195,34.508523,Africa
31,africa,Amhara,Secondary source: Multiple References,1930 CE - 1960 CE,"Religious Group,Christian Traditions",1,0,['Christian Traditions'],1930,1960,Africa,-8.783195,34.508523,Africa
32,africa,Azande,Secondary source: Multiple References,1900 CE - 1935 CE,"Religious Group,African Religions",1,0,['African Religions'],1900,1935,Africa,-8.783195,34.508523,Africa
33,africa,Contemporary West African Vodun,No Source,1960 BCE - 2022 CE,"Religious Group,African Religions,Animist",1,0,"['African Religions', 'Animist']",-1960,2022,Africa,-8.783195,34.508523,Africa
34,africa,East African Neolithic I,Secondary source: Single source,3050 BCE - 750 CE,"Religious Group,African Religions",1,0,['African Religions'],-3050,750,Africa,-8.783195,34.508523,Africa
35,africa,East African Neolithic II,Secondary source: Single source,1050 BCE - 750 CE,"Religious Group,African Religions",1,0,['African Religions'],-1050,750,Africa,-8.783195,34.508523,Africa
36,africa,Free Methodist Church,No Source,1860 CE - 2020 CE,"Religious Group,Christian Traditions",1,0,['Christian Traditions'],1860,2020,Africa,-8.783195,34.508523,Africa
37,africa,Ganda,Secondary source: Multiple References,1860 CE - 1900 CE,"Religious Group,African Religions",1,0,['African Religions'],1860,1900,Africa,-8.783195,34.508523,Africa
38,africa,Kikuyu,Secondary source: Multiple References,1895 CE - 1930 CE,"Religious Group,African Religions",1,0,['African Religions'],1895,1930,Africa,-8.783195,34.508523,Africa
39,africa,Konso,Secondary source: Multiple References,1920 CE - 1967 CE,"Religious Group,African Religions",1,0,['African Religions'],1920,1967,Africa,-8.783195,34.508523,Africa
40,africa,Luguru,Secondary source: Multiple References,1910 CE - 1935 CE,"Religious Group,African Religions",1,0,['African Religions'],1910,1935,Africa,-8.783195,34.508523,Africa
41,africa,Masai,Data source: eHRAF,1875 CE - 1915 CE,"Religious Group,African Religions",1,0,['African Religions'],1875,1915,Africa,-8.783195,34.508523,Africa
42,africa,Nyakyusa,Secondary source: Single source,1905 CE - 1940 CE,"Religious Group,African Religions",1,0,['African Religions'],1905,1940,Africa,-8.783195,34.508523,Africa
43,africa,Polytheistic Pre-Islamic South Arabia,No Source,800 BCE - 360 CE,"Religious Group,Arabian Religions",1,0,['Arabian Religions'],-800,360,Africa,-8.783195,34.508523,Africa
44,africa,Shilluk,Secondary source: Multiple References,1895 CE - 1925 CE,"Religious Group,African Religions",1,0,['African Religions'],1895,1925,Africa,-8.783195,34.508523,Africa
45,africa,Somali,Secondary source: Multiple References,1900 CE - 1960 CE,"Religious Group,Islamic Traditions",1,0,['Islamic Traditions'],1900,1960,Africa,-8.783195,34.508523,Africa
46,africa,Sub Saharan Africa Pentecostalism,No Source,1907 CE - 2022 CE,"Religious Group,African Religions",1,0,['African Religions'],1907,2022,Africa,-8.783195,34.508523,Africa
47,africa,Tanala,Secondary source: Multiple References,1810 CE - 1998 CE,"Religious Group,African Religions",1,0,['African Religions'],1810,1998,Africa,-8.783195,34.508523,Africa
48,africa,Teda,Secondary source: Multiple References,1935 CE - 1960 CE,"Religious Group,Islamic Traditions",1,0,['Islamic Traditions'],1935,1960,Africa,-8.783195,34.508523,Africa
49,africa,The Religious Society of Friends,No Source,1652 CE - 2020 CE,"Religious Group,Christian Traditions,Liberal Religion,Post-Christian,American Christianity",1,0,"['Christian Traditions', 'Liberal Religion', 'Post-Christian', 'American Christianity']",1652,2020,Africa,-8.783195,34.508523,Africa
50,africa,Tsonga,Secondary source: Multiple References,1880 CE - 1910 CE,"Religious Group,African Religions",1,0,['African Religions'],1880,1910,Africa,-8.783195,34.508523,Africa
51,africa,Turkana,No Source,1870 CE - 2017 CE,"Religious Group,African Religions,Christian Traditions",1,0,"['African Religions', 'Christian Traditions']",1870,2017,Africa,-8.783195,34.508523,Africa
52,africa,Unitarian Universalism,No Source,1825 CE - 2020 CE,"Religious Group,Liberal Religion,Secularism,American Christianity,North American Religions,Protestantism",1,0,"['Liberal Religion', 'Secularism', 'American Christianity', 'North American Religions', 'Protestantism']",1825,2020,Africa,-8.783195,34.508523,Africa
53,africa,Ancient Egyptian Religion in the Early 18th Dynasty,No Source,1550 BCE - 1425 BCE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-1550,-1425,Africa,-8.783195,34.508523,Africa
54,africa,Acacus Mountains and Tassili n'Ajjer Neolithic,Secondary source: Single source,6050 BCE - 1050 BCE,"Religious Group,African Religions",1,0,['African Religions'],-6050,-1050,Africa,-8.783195,34.508523,Africa
55,africa,Air and Tenere Neolithic,Secondary source: Single source,4050 BCE - 1050 BCE,"Religious Group,African Religions",1,0,['African Religions'],-4050,-1050,Africa,-8.783195,34.508523,Africa
56,africa,Contemporary West African Vodun,No Source,1960 BCE - 2022 CE,"Religious Group,African Religions,Animist",1,0,"['African Religions', 'Animist']",-1960,2022,Africa,-8.783195,34.508523,Africa
57,africa,Free Methodist Church,No Source,1860 CE - 2020 CE,"Religious Group,Christian Traditions",1,0,['Christian Traditions'],1860,2020,Africa,-8.783195,34.508523,Africa
58,africa,Kananga - Pentacostal,No Source,2013 CE - 2017 CE,"Religious Group,African Religions,Christian Traditions",1,0,"['African Religions', 'Christian Traditions']",2013,2017,Africa,-8.783195,34.508523,Africa
59,africa,Lolo,Secondary source: Multiple References,1000 CE - 2000 CE,"Religious Group,African Religions",1,0,['African Religions'],1000,2000,Africa,-8.783195,34.508523,Africa
60,africa,Teda,Secondary source: Multiple References,1935 CE - 1960 CE,"Religious Group,Islamic Traditions",1,0,['Islamic Traditions'],1935,1960,Africa,-8.783195,34.508523,Africa
61,africa,Achaemenid Religion,No Source,550 BCE - 330 BCE,"Religious Group,Zoroastrianism,Mesopotamian Religions",1,0,"['Zoroastrianism', 'Mesopotamian Religions']",-550,-330,Africa,-8.783195,34.508523,Africa
62,africa,Amarna Religion,Expert source: Thomas Schneider,1350 BCE - 1320 BCE,"Religious Group,Egyptian Religions",1,0,['Egyptian Religions'],-1350,-1320,Africa,-8.783195,34.508523,Africa
63,africa,Ancient Egypt,No Source,2000 BCE - 30 BCE,"Religious Group,Egyptian Religions",1,0,['Egyptian Religions'],-2000,-30,Africa,-8.783195,34.508523,Africa
64,africa,Ancient Egyptian,No Source,3000 BCE - 300 CE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-3000,300,Africa,-8.783195,34.508523,Africa
65,africa,Ancient Egyptian Book of the Earth – Tomb of Ramesses VI,No Source,1145 BCE - 1139 BCE,"Religious Group,Text,Ancient Egyptian Text,Egyptian Religions,African Religions,Cosmology",1,0,"['Text', 'Ancient Egyptian Text', 'Egyptian Religions', 'African Religions', 'Cosmology']",-1145,-1139,Africa,-8.783195,34.508523,Africa
66,africa,Ancient Egyptian Religion in the Early 18th Dynasty,No Source,1550 BCE - 1425 BCE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-1550,-1425,Africa,-8.783195,34.508523,Africa
67,africa,Ancient Egypt - Predynastic Period - Cultures of Lower Egypt,No Source,4000 BCE - 3400 BCE,"Religious Group,African Religions,Prehistoric Religion,Egyptian Religions",1,0,"['African Religions', 'Prehistoric Religion', 'Egyptian Religions']",-4000,-3400,Africa,-8.783195,34.508523,Africa
68,africa,Ancient Egypt - The Temple of Mentuhotep II,No Source,2055 BCE - 2004 BCE,"Religious Group,Religious Place,Temple,Tomb,Mortuary priesthood of Mentuhotep II,Egyptian Religions",1,1,"['Temple', 'Tomb', 'Mortuary priesthood of Mentuhotep II', 'Egyptian Religions']",-2055,-2004,Africa,-8.783195,34.508523,Africa
69,africa,Ancient Egypt - The Tomb of Meryre II at Amarna (TA 2),No Source,1335 BCE - 1332 BCE,"Religious Place,Religious Group,African Religions,Tomb,Egypt",1,1,"['African Religions', 'Tomb', 'Egypt']",-1335,-1332,Africa,-8.783195,34.508523,Africa
70,africa,Ancient Egypt - Tomb of Amenmose TT318,No Source,1500 BCE - 1400 BCE,"Religious Place,Religious Group,Egyptian Religions,Tomb",1,1,"['Egyptian Religions', 'Tomb']",-1500,-1400,Africa,-8.783195,34.508523,Africa
71,africa,(Archaeology of) Religion in New Kingdom Nubia,No Source,1550 BCE - 1070 BCE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-1550,-1070,Africa,-8.783195,34.508523,Africa
72,africa,Circumcellions,No Source,315 CE - 500 CE,"Religious Group,Monasticism,Ancient Mediterranean,Christian Traditions,African Religions",1,0,"['Monasticism', 'Ancient Mediterranean', 'Christian Traditions', 'African Religions']",315,500,Africa,-8.783195,34.508523,Africa
73,africa,Donatism,No Source,311 CE - 427 CE,"Religious Group,Christian Traditions",1,0,['Christian Traditions'],311,427,Africa,-8.783195,34.508523,Africa
74,africa,Donatism,No Source,311 CE - 600 CE,"Religious Group,Augustine,Early Christianity,Heresy,Ancient Mediterranean",1,0,"['Augustine', 'Early Christianity', 'Heresy', 'Ancient Mediterranean']",311,600,Africa,-8.783195,34.508523,Africa
75,africa,Egyptian Salafism (inluding North Africa and West Asia),No Source,1870 CE - 2015 CE,"Religious Group,Islamic Traditions",1,0,['Islamic Traditions'],1870,2015,Africa,-8.783195,34.508523,Africa
76,africa,Fellahin,Secondary source: Multiple References,1925 CE - 1960 CE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",1925,1960,Africa,-8.783195,34.508523,Africa
77,africa,Free Methodist Church,No Source,1860 CE - 2020 CE,"Religious Group,Christian Traditions",1,0,['Christian Traditions'],1860,2020,Africa,-8.783195,34.508523,Africa
78,africa,Fur,Secondary source: Multiple References,1870 CE - 1895 CE,"Religious Group,African Religions,Islamic Traditions,Syncretic Religions",1,0,"['African Religions', 'Islamic Traditions', 'Syncretic Religions']",1870,1895,Africa,-8.783195,34.508523,Africa
79,africa,Hymns to the Aten,No Source,1352 BCE - 1336 BCE,"Religious Group,Text,Canonical texts,Egyptian Religions,Mortuary text,African Religions",1,0,"['Text', 'Canonical texts', 'Egyptian Religions', 'Mortuary text', 'African Religions']",-1352,-1336,Africa,-8.783195,34.508523,Africa
80,africa,Imrā’atu-nā fī l-šarīʻa wa-l-muŷtamaʻ / امرأتنا في الشريعة والمجتمع,No Source,1927 CE - 1930 CE,"Religious Group,Text,Islamic Traditions,Sacred Law,Maghreb Religions",1,0,"['Text', 'Islamic Traditions', 'Sacred Law', 'Maghreb Religions']",1927,1930,Africa,-8.783195,34.508523,Africa
81,africa,Inhabitants of Medieval Kurgus,No Source,550 CE - 1500 CE,"Religious Group,Christian Traditions",1,0,['Christian Traditions'],550,1500,Africa,-8.783195,34.508523,Africa
82,africa,Karnak Temple (New Kingdom),No Source,1550 BCE - 1086 BCE,"Religious Place,Religious Group,Temple,Egyptian Religions,African Religions",1,1,"['Temple', 'Egyptian Religions', 'African Religions']",-1550,-1086,Africa,-8.783195,34.508523,Africa
83,africa,Khartoum Neolithic,Secondary source: Single source,3750 BCE - 1600 BCE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-3750,-1600,Africa,-8.783195,34.508523,Africa
84,africa,La Mosquée de Yousif Sahib at-Tabi' جامع يوسف صاحب الطابع,No Source,1808 CE - 2022 CE,"Religious Group,Religious Place,Tunisia,North Africa,Mosque,Islamic Traditions",1,1,"['Tunisia', 'North Africa', 'Mosque', 'Islamic Traditions']",1808,2022,Africa,-8.783195,34.508523,Africa
85,africa,Le Parti du Mouvement de La Nahda حزب حركة النهضة,No Source,1981 CE - 2023 CE,"Religious Group,Reform Movement,Islamic Traditions,militant group",1,0,"['Reform Movement', 'Islamic Traditions', 'militant group']",1981,2023,Africa,-8.783195,34.508523,Africa
86,africa,L’esprit libéral du Coran,No Source,1905 CE - 1956 CE,"Religious Group,Text,Islamic Theology,Islamic Traditions",1,0,"['Text', 'Islamic Theology', 'Islamic Traditions']",1905,1956,Africa,-8.783195,34.508523,Africa
87,africa,Lion Temple (Apedemak Temple) at Musawwarat es-Sufra,No Source,235 BCE - 300 CE,"Religious Place,Religious Group,Temple,Meroitic religion,Archaeological monument,Monument",1,1,"['Temple', 'Meroitic religion', 'Archaeological monument', 'Monument']",-235,300,Africa,-8.783195,34.508523,Africa
88,africa,Maqam Sidi bil Hasan ash-Shadhili,No Source,1815 CE - 2023 CE,"Religious Group,Religious Place,Sacred mountain,Sacred Territory,Sufi,Tunisia,Tomb,North Africa,Islamic Traditions,Mysticism,Sufi Order",1,1,"['Sacred mountain', 'Sacred Territory', 'Sufi', 'Tunisia', 'Tomb', 'North Africa', 'Islamic Traditions', 'Mysticism', 'Sufi Order']",1815,2023,Africa,-8.783195,34.508523,Africa
89,africa,North African Proto-Historic,Secondary source: Single source,2050 BCE - 1050 BCE,"Religious Group,African Religions",1,0,['African Religions'],-2050,-1050,Africa,-8.783195,34.508523,Africa
90,africa,Old Kingdom Religion at Abydos,No Source,2750 BCE - 2150 BCE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-2750,-2150,Africa,-8.783195,34.508523,Africa
91,africa,Otoro Nuba,Secondary source: Multiple References,1910 CE - 1945 CE,"Religious Group,African Religions",1,0,['African Religions'],1910,1945,Africa,-8.783195,34.508523,Africa
92,africa,Pachomian Monasticism,No Source,323 CE - 548 CE,"Religious Group,Early Christianity",1,0,['Early Christianity'],323,548,Africa,-8.783195,34.508523,Africa
93,africa,Pre-Dynastic Lower Egypt,Secondary source: Single source,5050 BCE - 3050 BCE,"Religious Group,Egyptian Religions",1,0,['Egyptian Religions'],-5050,-3050,Africa,-8.783195,34.508523,Africa
94,africa,Ptolemaic Egypt - Egyptian Religion,No Source,304 BCE - 30 BCE,"Religious Group,African Religions",1,0,['African Religions'],-304,-30,Africa,-8.783195,34.508523,Africa
95,africa,"Quarrying Cult at Simitthus (Chemtou, Tunisia)",No Source,150 BCE - 299 CE,"Religious Group,Religious Place,Animist,Ancient Mediterranean,Roman Religious Traditions,Industrial Site (religiously affected),North Africa,Nature Sanctuaries",1,1,"['Animist', 'Ancient Mediterranean', 'Roman Religious Traditions', 'Industrial Site (religiously affected)', 'North Africa', 'Nature Sanctuaries']",-150,299,Africa,-8.783195,34.508523,Africa
96,africa,Religion in Greco-Roman Egypt,No Source,305 BCE - 284 CE,"Religious Group,Egyptian Religions,Hellenistic Religions,Greek Cult,Greek Religions",1,0,"['Egyptian Religions', 'Hellenistic Religions', 'Greek Cult', 'Greek Religions']",-305,284,Africa,-8.783195,34.508523,Africa
97,africa,Riffians,Data source: eHRAF,1900 CE - 1930 CE,"Religious Group,Islamic Traditions",1,0,['Islamic Traditions'],1900,1930,Africa,-8.783195,34.508523,Africa
98,africa,Sethian Gnostic,No Source,100 CE - 400 CE,"Religious Group,Christian Traditions,Roman Religions,Heresy,Abrahamic",1,0,"['Christian Traditions', 'Roman Religions', 'Heresy', 'Abrahamic']",100,400,Africa,-8.783195,34.508523,Africa
99,africa,Tafattuq al-aḥkām,No Source,1890 CE - 1956 CE,"Religious Group,Text,Islamic Theology,Islamic Traditions",1,0,"['Text', 'Islamic Theology', 'Islamic Traditions']",1890,1956,Africa,-8.783195,34.508523,Africa
100,africa,Tariqa Shadhiliyya,No Source,1258 CE - 2020 CE,"Religious Group,Islamic Traditions,Sufi",1,0,"['Islamic Traditions', 'Sufi']",1258,2020,Africa,-8.783195,34.508523,Africa
101,africa,Teda,Secondary source: Multiple References,1935 CE - 1960 CE,"Religious Group,Islamic Traditions",1,0,['Islamic Traditions'],1935,1960,Africa,-8.783195,34.508523,Africa
102,africa,Temple of Hatshepsut at Deir el-Bahri,No Source,1473 BCE - 348 CE,"Religious Group,Religious Place,Temenos,Temple,Egyptian Religions,Archaeological monument,Religious Complex",1,1,"['Temenos', 'Temple', 'Egyptian Religions', 'Archaeological monument', 'Religious Complex']",-1473,348,Africa,-8.783195,34.508523,Africa
103,africa,The Abydos Temple of Khentiamentiu,No Source,2750 BCE - 2150 BCE,"Religious Place,Religious Group,Temple,Egyptian Religions,Religious Complex",1,1,"['Temple', 'Egyptian Religions', 'Religious Complex']",-2750,-2150,Africa,-8.783195,34.508523,Africa
104,africa,The Great Temple at Abu Simbel,No Source,1279 BCE - 1968 CE,"Religious Place,Religious Group,Temple,Egyptian Religions",1,1,"['Temple', 'Egyptian Religions']",-1279,1968,Africa,-8.783195,34.508523,Africa
105,africa,The Royal Cache - Theban Tomb 320,No Source,1069 BCE - 945 BCE,"Religious Group,African Religions,Egyptian Religions",1,0,"['African Religions', 'Egyptian Religions']",-1069,-945,Africa,-8.783195,34.508523,Africa
106,africa,The Small Temple at Abu Simbel,No Source,1279 BCE - 1968 CE,"Religious Place,Religious Group,Egypt,Egyptian Religions",1,1,"['Egypt', 'Egyptian Religions']",-1279,1968,Africa,-8.783195,34.508523,Africa
107,africa,The Temple Complex at Jebel Barkal,Expert source: Timothy Kendall,1500 BCE - 300 CE,"Religious Place,Religious Group,Temple,Egyptian Religions,African Religions",1,1,"['Temple', 'Egyptian Religions', 'African Religions']",-1500,300,Africa,-8.783195,34.508523,Africa
108,africa,The Temple of Millions of Years of Thutmose III,Expert source: Myriam Seco,1470 BCE - 1213 BCE,"Religious Place,Religious Group,Temple,Egyptian Religions,African Religions,Egypt",1,1,"['Temple', 'Egyptian Religions', 'African Religions', 'Egypt']",-1470,-1213,Africa,-8.783195,34.508523,Africa
109,africa,The Tomb of Khnumhotep I at Beni Hassan,No Source,1992 BCE - 1956 BCE,"Religious Group,Religious Place,African Religions,Tomb,Egyptian Religions",1,1,"['African Religions', 'Tomb', 'Egyptian Religions']",-1992,-1956,Africa,-8.783195,34.508523,Africa
